is_tv_show,Release_Date_norm,rating_level_norm,duration_norm,genre_international_movies,genre_dramas,genre_comedies,genre_international_tv_shows,genre_documentaries,genre_action_and_adventure,genre_tv_dramas,genre_independent_movies,genre_children_and_family_movies,genre_romantic_movies
0,0.6923076923076923,0.75,0.4110032362459547,1,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.2815533980582524,0,0,0,0,0,0,0,1,0,0
0,0.8461538461538461,1.0,0.29449838187702265,0,0,0,0,0,0,0,1,0,0
0,0.9230769230769231,1.0,0.3042071197411003,1,0,1,0,0,0,0,0,0,0
0,0.7692307692307693,0.5,0.45307443365695793,1,1,1,0,0,0,0,0,0,0
0,0.7692307692307693,0.5,0.284789644012945,0,0,0,0,1,0,0,0,0,0
1,0.6923076923076923,1.0,0.0,0,1,0,1,0,0,1,0,0,0
0,0.6923076923076923,0.5,0.3365695792880259,1,0,0,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.2977346278317152,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.37540453074433655,0,1,0,0,0,0,0,1,0,0
0,0.8461538461538461,0.75,0.2912621359223301,0,0,1,0,0,0,0,0,0,0
1,0.9230769230769231,1.0,0.0,0,0,0,0,0,0,0,0,0,0
1,0.7692307692307693,0.75,0.0,0,1,0,1,0,0,1,0,0,0
1,0.7692307692307693,1.0,0.0,0,1,0,1,0,0,1,0,0,0
0,0.7692307692307693,1.0,0.31715210355987056,0,0,0,0,0,1,0,1,0,0
0,0.7692307692307693,0.75,0.2912621359223301,0,0,0,0,0,1,0,0,0,0
0,0.7692307692307693,0.75,0.44336569579288027,1,1,0,0,0,1,0,0,0,0
0,0.6923076923076923,1.0,0.42718446601941745,1,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.255663430420712,1,0,1,0,0,1,0,0,0,0
0,0.7692307692307693,1.0,0.2168284789644013,0,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,0.5,0.3268608414239482,0,1,1,0,0,0,0,0,0,0
1,0.6923076923076923,0.5,0.0,0,0,0,1,0,0,0,0,0,0
0,0.9230769230769231,0.5,0.36893203883495146,0,0,0,0,0,1,0,0,0,0
0,0.8461538461538461,1.0,0.3818770226537217,1,1,0,0,0,0,0,0,0,0
0,0.6923076923076923,0.5,0.28802588996763756,0,1,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.5,0.39158576051779936,1,1,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.5,0.5210355987055016,1,1,1,0,0,0,0,0,0,0
0,0.8461538461538461,0.5,0.16181229773462782,0,0,0,0,1,0,0,0,0,0
0,0.6153846153846154,1.0,0.2912621359223301,1,0,1,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.284789644012945,1,0,1,0,0,0,0,0,0,0
0,1.0,0.75,0.2588996763754045,0,0,1,0,0,1,0,0,0,0
0,0.8461538461538461,0.75,0.2912621359223301,1,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.3592233009708738,1,1,0,0,0,0,0,0,0,1
0,0.9230769230769231,1.0,0.3656957928802589,1,1,0,0,0,0,0,0,0,0
1,0.8461538461538461,0.25,0.06666666666666667,0,0,0,0,0,1,0,0,0,0
0,0.9230769230769231,0.75,0.2912621359223301,1,0,0,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.2524271844660194,0,0,0,0,1,0,0,0,0,0
1,0.9230769230769231,0.25,0.06666666666666667,0,0,0,0,0,0,0,0,0,0
1,0.8461538461538461,1.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0.6923076923076923,0.0,0.2621359223300971,0,0,1,0,0,0,0,0,1,0
0,0.8461538461538461,1.0,0.3300970873786408,0,1,1,0,0,0,0,1,0,0
0,0.6153846153846154,0.5,0.2686084142394822,0,0,1,0,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.3786407766990291,1,1,0,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.3333333333333333,1,0,1,0,0,1,0,0,0,0
0,0.8461538461538461,0.5,0.28802588996763756,0,1,1,0,0,0,0,1,0,0
0,0.7692307692307693,0.75,0.30097087378640774,1,0,1,0,0,0,0,0,0,0
0,0.6923076923076923,0.75,0.3042071197411003,0,1,1,0,0,0,0,0,0,1
0,0.9230769230769231,0.5,0.3106796116504854,0,0,1,0,0,0,0,0,0,1
0,0.8461538461538461,0.75,0.313915857605178,0,1,1,0,0,0,0,1,0,0
0,0.7692307692307693,0.75,0.39805825242718446,1,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.30097087378640774,1,0,1,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.23300970873786409,0,1,0,0,0,0,0,1,0,0
0,0.7692307692307693,0.75,0.29449838187702265,1,1,0,0,0,1,0,0,0,0
0,0.8461538461538461,0.75,0.4077669902912621,0,1,0,0,0,1,0,0,0,0
0,0.5384615384615384,1.0,0.24919093851132687,0,1,0,0,0,0,0,1,0,1
0,0.6923076923076923,1.0,0.32362459546925565,1,0,0,0,0,0,0,0,0,0
1,0.9230769230769231,1.0,0.0,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.30097087378640774,0,0,1,0,0,0,0,1,0,0
1,0.8461538461538461,0.75,0.0,0,0,0,0,0,0,0,0,0,0
0,0.6153846153846154,1.0,0.23948220064724918,1,1,0,0,0,0,0,0,0,0
1,0.7692307692307693,0.5,0.0,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.5,0.4336569579288026,1,0,1,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.4692556634304207,1,1,0,0,0,0,0,0,0,0
1,0.6153846153846154,0.5,0.0,0,0,0,1,0,0,0,0,0,0
1,0.7692307692307693,0.75,0.0,0,0,0,1,0,0,0,0,0,0
1,0.6923076923076923,0.75,0.0,0,0,0,1,0,0,0,0,0,0
1,0.6153846153846154,0.5,0.0,0,0,0,1,0,0,0,0,0,0
1,0.9230769230769231,1.0,0.06666666666666667,0,0,0,1,0,0,0,0,0,0
1,0.6923076923076923,0.5,0.0,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.3883495145631068,1,0,1,0,0,0,0,0,0,0
0,0.9230769230769231,0.5,0.3818770226537217,1,1,0,0,0,0,0,0,0,0
0,0.6923076923076923,0.25,0.2977346278317152,0,1,0,0,0,0,0,0,1,0
0,0.8461538461538461,0.5,0.08090614886731391,1,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,0.5,0.3106796116504854,0,0,0,0,0,0,0,0,1,0
0,0.9230769230769231,0.75,0.3268608414239482,0,0,1,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.3851132686084142,1,1,0,0,0,0,0,0,0,1
0,0.7692307692307693,0.75,0.3268608414239482,1,1,0,0,0,0,0,1,0,0
0,0.7692307692307693,0.25,0.29449838187702265,0,1,0,0,0,0,0,0,0,0
1,0.6923076923076923,1.0,0.0,0,1,1,1,0,0,1,0,0,0
0,0.9230769230769231,0.25,0.5598705501618123,0,1,0,0,0,1,0,0,0,0
0,0.9230769230769231,0.5,0.3365695792880259,0,0,1,0,0,0,0,0,0,1
0,0.9230769230769231,0.0,0.2815533980582524,0,1,0,0,0,0,0,0,1,0
0,0.9230769230769231,0.75,0.29449838187702265,1,0,1,0,0,0,0,0,0,1
0,0.9230769230769231,0.75,0.31715210355987056,1,0,0,0,0,1,0,0,0,1
0,0.9230769230769231,0.0,0.27184466019417475,0,1,0,0,0,0,0,0,0,1
0,0.6923076923076923,0.5,0.28802588996763756,0,1,0,0,0,0,0,0,1,1
0,0.8461538461538461,0.5,0.26537216828478966,0,1,0,0,0,0,0,0,1,1
0,0.7692307692307693,0.5,0.2912621359223301,0,1,0,0,0,0,0,0,1,1
0,0.6153846153846154,0.25,0.061488673139158574,0,0,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.25,0.2977346278317152,0,0,1,0,0,0,0,0,1,0
0,0.8461538461538461,0.25,0.2686084142394822,0,0,1,0,0,0,0,0,1,0
0,0.9230769230769231,0.75,0.4336569579288026,0,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.31715210355987056,0,1,0,0,0,0,0,0,0,1
0,0.8461538461538461,0.25,0.21035598705501618,0,0,1,0,0,0,0,0,1,0
0,0.9230769230769231,1.0,0.3818770226537217,0,1,0,0,0,0,0,0,0,0
0,0.6153846153846154,0.5,0.34951456310679613,1,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,0.75,0.34627831715210355,0,1,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.5,0.08414239482200647,0,0,0,0,0,0,0,0,0,0
0,0.6923076923076923,0.75,0.44983818770226536,1,0,0,0,0,1,0,0,0,0
0,0.8461538461538461,1.0,0.5339805825242718,1,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.32038834951456313,0,0,1,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.28802588996763756,0,1,0,0,0,0,0,1,0,0
0,0.7692307692307693,0.75,0.2686084142394822,0,0,1,0,0,0,0,1,0,0
0,0.9230769230769231,0.0,0.061488673139158574,0,0,0,0,0,0,0,0,1,0
0,0.9230769230769231,0.0,0.061488673139158574,0,0,0,0,0,0,0,0,1,0
0,0.9230769230769231,0.0,0.05825242718446602,0,0,0,0,0,0,0,0,1,0
1,0.6923076923076923,0.75,0.0,0,1,0,1,0,0,1,0,0,0
0,0.6153846153846154,0.5,0.18122977346278318,0,0,0,0,1,0,0,0,0,0
0,0.6923076923076923,1.0,0.2912621359223301,0,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,0.75,0.2686084142394822,0,0,1,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.24919093851132687,0,0,0,0,0,0,0,1,0,0
0,0.6923076923076923,1.0,0.343042071197411,1,1,0,0,0,0,0,1,0,0
0,0.8461538461538461,0.0,0.28802588996763756,0,0,1,0,0,0,0,0,1,1
0,0.8461538461538461,1.0,0.28802588996763756,1,0,1,0,0,0,0,0,0,0
1,0.6923076923076923,0.5,0.0,0,1,0,1,0,0,1,0,0,0
0,0.9230769230769231,1.0,0.2783171521035599,0,0,0,0,1,0,0,0,0,0
0,0.6923076923076923,0.75,0.30097087378640774,0,0,0,0,0,0,0,0,0,0
1,0.8461538461538461,1.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.2977346278317152,1,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.27184466019417475,0,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,0.75,0.2912621359223301,1,0,0,0,1,0,0,0,0,0
1,0.9230769230769231,0.75,0.0,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.3559870550161812,1,1,0,0,0,0,0,1,0,0
1,0.7692307692307693,0.0,0.0,0,0,1,0,0,0,0,0,0,0
1,0.8461538461538461,0.0,0.0,0,0,0,1,0,0,0,0,0,0
1,0.9230769230769231,0.5,0.0,0,0,1,1,0,0,0,0,0,0
0,0.9230769230769231,0.5,0.05501618122977346,0,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,0.75,0.36893203883495146,1,1,0,0,0,0,0,0,0,1
1,0.8461538461538461,0.75,0.0,0,0,0,1,0,0,0,0,0,0
0,0.6153846153846154,1.0,0.3042071197411003,1,0,1,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.3074433656957929,1,0,1,0,0,0,0,0,0,0
0,1.0,0.5,0.33980582524271846,0,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.3948220064724919,0,1,0,0,0,0,0,0,0,0
0,0.6923076923076923,0.5,0.284789644012945,0,0,0,0,1,0,0,0,0,0
0,0.7692307692307693,0.75,0.23624595469255663,1,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,1.0,0.2815533980582524,0,1,0,0,0,0,0,0,0,1
0,0.8461538461538461,0.5,0.255663430420712,0,0,1,0,0,0,0,0,0,0
0,0.6153846153846154,1.0,0.34951456310679613,1,1,0,0,0,0,0,0,0,0
0,0.6923076923076923,1.0,0.28802588996763756,0,1,0,0,0,0,0,0,0,0
1,0.9230769230769231,0.75,0.0,0,0,0,1,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.34627831715210355,0,1,0,0,0,0,0,1,0,0
0,0.8461538461538461,0.75,0.29449838187702265,0,1,0,0,0,0,0,1,0,1
0,0.8461538461538461,0.75,0.313915857605178,0,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,0.5,0.284789644012945,0,1,0,0,0,0,0,0,1,1
1,0.9230769230769231,0.75,0.0,0,0,0,1,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.29449838187702265,1,0,1,0,0,0,0,0,0,0
0,0.38461538461538464,0.5,0.13268608414239483,0,0,0,0,0,0,0,0,0,0
0,0.6923076923076923,1.0,0.33980582524271846,1,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.4110032362459547,1,1,0,0,0,0,0,0,0,1
0,0.9230769230769231,0.75,0.2588996763754045,0,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,0.5,0.3883495145631068,1,1,0,0,0,0,0,0,0,0
1,0.8461538461538461,0.5,0.13333333333333333,0,0,1,0,0,1,0,0,0,0
0,0.7692307692307693,0.75,0.3333333333333333,0,0,1,0,0,0,0,1,0,0
0,0.9230769230769231,0.0,0.27184466019417475,0,0,1,0,0,0,0,0,1,0
0,0.8461538461538461,0.75,0.4110032362459547,1,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.313915857605178,0,1,0,0,0,0,0,1,0,0
0,0.7692307692307693,0.75,0.30097087378640774,1,1,0,0,0,0,0,0,0,0
0,0.6923076923076923,0.5,0.2783171521035599,0,1,0,0,0,0,0,1,0,0
0,0.23076923076923078,0.75,0.2977346278317152,0,1,0,0,0,0,0,0,0,0
0,0.6923076923076923,0.0,0.0744336569579288,0,0,1,0,0,0,0,0,1,0
0,0.9230769230769231,1.0,0.49514563106796117,1,1,0,0,0,0,0,1,0,0
1,0.8461538461538461,1.0,0.0,0,1,0,1,0,0,1,0,0,0
0,0.8461538461538461,0.5,0.3074433656957929,1,1,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.5,0.08737864077669903,1,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,0.75,0.33980582524271846,0,0,1,0,0,0,0,0,0,1
1,0.8461538461538461,0.75,0.0,0,1,0,1,0,0,1,0,0,0
0,0.9230769230769231,0.5,0.28802588996763756,0,0,1,0,0,0,0,0,0,0
1,0.9230769230769231,1.0,0.0,0,1,0,1,0,0,1,0,0,0
0,0.9230769230769231,0.0,0.08090614886731391,0,0,0,0,0,0,0,0,1,0
0,0.8461538461538461,1.0,0.3106796116504854,1,0,1,0,0,0,0,0,0,0
0,0.9230769230769231,0.25,0.26537216828478966,0,0,0,0,0,0,0,0,1,0
0,0.7692307692307693,1.0,0.3851132686084142,1,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.0,0.2621359223300971,0,0,0,0,0,0,0,0,0,1
0,0.5384615384615384,0.75,0.17475728155339806,0,0,1,0,0,0,0,0,0,0
1,0.7692307692307693,1.0,0.06666666666666667,0,0,1,1,0,0,0,0,0,0
0,0.9230769230769231,0.0,0.3365695792880259,1,0,0,0,0,0,0,0,0,1
0,0.9230769230769231,0.25,0.32038834951456313,0,1,0,0,0,0,0,0,0,1
0,0.7692307692307693,1.0,0.32362459546925565,1,1,0,0,0,1,0,0,0,0
0,0.7692307692307693,0.75,0.284789644012945,0,0,0,0,1,0,0,0,0,0
0,0.9230769230769231,0.5,0.3268608414239482,1,0,0,0,0,0,0,0,1,0
0,0.7692307692307693,0.25,0.284789644012945,0,0,0,0,0,0,0,0,1,0
0,0.7692307692307693,0.25,0.34627831715210355,0,0,0,0,0,0,0,0,1,0
1,0.8461538461538461,0.5,0.0,0,0,0,1,0,0,0,0,0,0
0,0.6923076923076923,1.0,0.34951456310679613,1,1,0,0,0,0,0,1,0,0
1,0.8461538461538461,1.0,0.06666666666666667,0,1,1,0,0,0,1,0,0,0
1,0.6923076923076923,0.75,0.0,0,1,0,0,0,0,1,0,0,0
1,0.7692307692307693,0.75,0.0,0,0,0,1,0,0,0,0,0,0
0,0.9230769230769231,1.0,0.23948220064724918,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.25,0.3106796116504854,0,0,0,0,0,1,0,1,1,0
0,0.7692307692307693,1.0,0.3851132686084142,1,1,0,0,0,0,0,0,0,1
0,0.7692307692307693,1.0,0.47572815533980584,1,0,1,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.36893203883495146,1,0,1,0,0,0,0,0,0,0
0,0.7692307692307693,0.5,0.39805825242718446,1,1,1,0,0,0,0,0,0,0
0,0.6923076923076923,0.75,0.4692556634304207,1,0,0,0,0,1,0,0,0,0
0,0.7692307692307693,0.5,0.3851132686084142,1,1,0,0,0,0,0,1,0,0
0,0.7692307692307693,0.75,0.2977346278317152,1,0,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.42071197411003236,1,1,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.5210355987055016,1,1,0,0,0,0,0,0,0,0
0,0.6923076923076923,0.75,0.36245954692556637,1,1,0,0,0,0,0,0,0,0
0,0.6923076923076923,0.75,0.4886731391585761,1,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.42071197411003236,1,1,1,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.34627831715210355,1,0,0,0,0,0,0,0,0,0
1,0.9230769230769231,0.0,0.0,0,0,0,0,0,0,0,0,0,0
0,0.6923076923076923,0.5,0.40129449838187703,1,1,1,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.4627831715210356,1,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.43042071197411,1,1,0,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.313915857605178,1,1,0,0,0,1,0,0,0,0
0,0.8461538461538461,0.75,0.2815533980582524,0,0,0,0,1,0,0,0,0,0
0,0.8461538461538461,0.75,0.2750809061488673,1,1,0,0,0,0,0,0,0,0
0,0.7692307692307693,0.75,0.41423948220064727,1,0,1,0,0,0,0,0,0,0
1,0.6923076923076923,0.5,0.06666666666666667,0,0,0,1,0,0,0,0,0,0
0,0.6153846153846154,0.25,0.13268608414239483,0,0,1,0,0,0,0,0,1,0
0,0.8461538461538461,0.5,0.31715210355987056,1,1,1,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.3883495145631068,1,1,1,0,0,0,0,0,0,0
1,0.8461538461538461,0.75,0.06666666666666667,0,0,0,0,0,0,0,0,0,0
1,0.9230769230769231,0.5,0.0,0,0,1,0,0,0,0,0,0,0
1,0.8461538461538461,0.75,0.0,0,0,0,1,0,0,0,0,0,0
0,0.6153846153846154,1.0,0.2815533980582524,1,1,0,0,0,0,0,0,0,0
0,0.6923076923076923,1.0,0.2783171521035599,1,1,1,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.27184466019417475,1,0,0,0,0,0,0,0,0,0
1,0.7692307692307693,0.75,0.0,0,0,1,1,0,0,0,0,0,0
0,0.6153846153846154,0.5,0.06796116504854369,0,1,0,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.2750809061488673,0,1,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.5,0.42071197411003236,0,1,0,0,0,0,0,0,0,1
0,0.9230769230769231,0.75,0.34627831715210355,0,0,0,0,0,1,0,0,0,0
0,0.7692307692307693,0.5,0.35275080906148865,1,0,0,0,0,1,0,0,0,0
0,0.9230769230769231,0.5,0.4077669902912621,1,0,1,0,0,0,0,0,1,0
0,0.7692307692307693,0.75,0.27184466019417475,1,0,0,0,0,1,0,0,0,0
0,0.9230769230769231,0.75,0.27184466019417475,0,0,0,0,0,1,0,0,0,0
1,0.8461538461538461,1.0,0.0,0,1,0,1,0,0,1,0,0,0
0,0.9230769230769231,1.0,0.3786407766990291,1,1,0,0,0,0,0,0,0,0
0,0.8461538461538461,1.0,0.18122977346278318,0,0,0,0,0,0,0,0,0,0
1,0.7692307692307693,0.75,0.0,0,0,1,0,0,0,0,0,0,0
0,0.7692307692307693,1.0,0.2297734627831715,0,0,0,0,0,0,0,0,0,0
0,0.23076923076923078,1.0,0.30097087378640774,0,1,0,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.284789644012945,1,0,0,0,1,1,0,0,0,0
0,0.7692307692307693,1.0,0.18122977346278318,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.3300970873786408,1,0,1,0,0,0,0,0,0,0
0,0.6923076923076923,1.0,0.1941747572815534,0,0,0,0,0,0,0,0,0,0
0,0.8461538461538461,0.75,0.34951456310679613,1,1,0,0,0,0,0,1,0,0
0,0.9230769230769231,0.5,0.30097087378640774,0,1,0,0,0,1,0,0,0,1
0,0.8461538461538461,0.75,0.3106796116504854,1,0,0,0,0,0,0,1,0,0
0,0.5384615384615384,1.0,0.28802588996763756,0,1,0,0,0,0,0,1,0,0
0,0.7692307692307693,0.5,0.2686084142394822,0,0,1,0,0,0,0,0,0,0
0,0.9230769230769231,0.75,0.2815533980582524,1,0,0,0,0,0,0,0,0,0
